idRule,agent,module,tier,confidence,rationale_text
17053,n-hexane,aPAI Painting aJSM,EST,high,"Your answers indicate: “Oil or solvent-based” for “In the last working week, did you use oil/solvent-based or water-based/non-toxic primer or undercoat?”; and “No” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when applying primers or undercoats with a spray/gun?”; and “Don't know” for “In the last working week, did you spray the primer or undercoat in a spray booth?”. You may have been exposed to a solvent used in some manufacturing, a recognised cause of nerve damage with prolonged exposure. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17054,Toluene,aPAI Painting aJSM,EST,high,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “No” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “Don't know” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent used in some manufacturing, a recognised cause of nervous system effects and, with heavy exposure, reproductive harm. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17056,Toluene,aPAI Painting aJSM,EST,high,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “Don't know” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “Don't know” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent used in some manufacturing, a recognised cause of nervous system effects and, with heavy exposure, reproductive harm. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17057,Toluene,aPAI Painting aJSM,EST,high,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “Don't know” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “No” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent used in some manufacturing, a recognised cause of nervous system effects and, with heavy exposure, reproductive harm. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17059,p-xylene,aPAI Painting aJSM,UNC,high,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “Don't know” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “Don't know” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent found in fuels, such as during vehicle refuelling, and some industrial processes; it is not classified as a carcinogen, and evidence on health effects at low, brief exposure levels is still developing. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17061,p-xylene,aPAI Painting aJSM,UNC,high,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “Don't know” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “No” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent found in fuels, such as during vehicle refuelling, and some industrial processes; it is not classified as a carcinogen, and evidence on health effects at low, brief exposure levels is still developing. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17063,p-xylene,aPAI Painting aJSM,UNC,high,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “No” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “Don't know” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent found in fuels, such as during vehicle refuelling, and some industrial processes; it is not classified as a carcinogen, and evidence on health effects at low, brief exposure levels is still developing. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17091,Wood Dust,aSAN Sanding aJSM,EST,high,"Your answers indicate: “Chipboard, MDF, plywood, or pressed wood” for “In the last working week, did you sand any of the following items?”; and “A power sander or polisher” for “In the last working week, which of the following did you use to sand or polish the items?”; and “Don't know” for “Was there a ventilation system that removed dust or fume from where you worked in the last working week (local exhaust ventilation or on-tool extraction)?”; and “No” for “In the last working week, did you use respiratory protection while sanding or polishing items?”. You may have been exposed to dust from wood processing, classified as a known human carcinogen, particularly from hardwoods. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17092,Wood Dust,aSAN Sanding aJSM,EST,high,"Your answers indicate: “Chipboard, MDF, plywood, or pressed wood” for “In the last working week, did you sand any of the following items?”; and “A power sander or polisher” for “In the last working week, which of the following did you use to sand or polish the items?”; and “No” for “Was there a ventilation system that removed dust or fume from where you worked in the last working week (local exhaust ventilation or on-tool extraction)?”; and “No” for “In the last working week, did you use respiratory protection while sanding or polishing items?”. You may have been exposed to dust from wood processing, classified as a known human carcinogen, particularly from hardwoods. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17094,Wood Dust,aSAN Sanding aJSM,EST,high,"Your answers indicate: “Chipboard, MDF, plywood, or pressed wood” for “In the last working week, did you sand any of the following items?”; and “A power sander or polisher” for “In the last working week, which of the following did you use to sand or polish the items?”; and “No” for “Was there a ventilation system that removed dust or fume from where you worked in the last working week (local exhaust ventilation or on-tool extraction)?”; and “Don't know” for “In the last working week, did you use respiratory protection while sanding or polishing items?”. You may have been exposed to dust from wood processing, classified as a known human carcinogen, particularly from hardwoods. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17143,Benzene,aDVM Driving/Maintenance aJSM,EST,high,"Your answers indicate: “Petrol” for “What types of fuel did the vehicles that you drove, maintained or travelled in use?”; and “Inside a building (e.g., warehouse)” for “What types of roads or areas did you drive or travel on?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17170,Carbon Monoxide,aFPE Fuel-powered equipment,ACUTE,high,"Your answers indicate: “Yes” for “Were you indoors when you were using or repairing the equipment?”. You may have been exposed to a gas from combustion sources, capable of serious acute poisoning at high concentrations. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17188,Silica,"aFUR Furnace cleaning, installation and maintenance",EST,high,"Your answers indicate: “Refractory bricks” for “What did you use to re-line the furnaces?”; and “Don't know” for “Was there a ventilated hood over the furnace when you were working on it?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17191,Silica,"aFUR Furnace cleaning, installation and maintenance",EST,high,"Your answers indicate: “Ceramic fibres or alumino-silicate wools (ASW)” for “What did you use to re-line the furnaces?”; and “Don't know” for “Was there a ventilated hood over the furnace when you were working on it?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17202,Nickel,FOUN_Foundry,EST,high,"Your answers indicate: “Nickel or nickel alloys” for “In the last working week, what types of metals were cast at your workplace?”; and “No” for “Was this casting station inside a ventilated booth?”. You may have been exposed to a metal used in some manufacturing such as plating or welding, with some compounds classified as known human carcinogens. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17203,Nickel,FOUN_Foundry,EST,high,"Your answers indicate: “Nickel or nickel alloys” for “In the last working week, what types of metals were cast at your workplace?”; and “Don't know” for “Was this casting station inside a ventilated booth?”. You may have been exposed to a metal used in some manufacturing such as plating or welding, with some compounds classified as known human carcinogens. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17206,Nickel,FOUN_Foundry,EST,high,"Your answers indicate: “Nickel or nickel alloys” for “In the last working week, what types of metals were cast at your workplace?”; and “Pneumatic tools” for “How did you clean the excess metal from the castings?”. You may have been exposed to a metal used in some manufacturing such as plating or welding, with some compounds classified as known human carcinogens. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17208,Nickel,FOUN_Foundry,EST,high,"Your answers indicate: “Stainless steel” for “Which of the following types of iron or steel were cast at your workplace?”; and “No” for “Was this casting station inside a ventilated booth?”. You may have been exposed to a metal used in some manufacturing such as plating or welding, with some compounds classified as known human carcinogens. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17209,Nickel,FOUN_Foundry,EST,high,"Your answers indicate: “Stainless steel” for “Which of the following types of iron or steel were cast at your workplace?”; and “Don't know” for “Was this casting station inside a ventilated booth?”. You may have been exposed to a metal used in some manufacturing such as plating or welding, with some compounds classified as known human carcinogens. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17211,Nickel,FOUN_Foundry,EST,high,"Your answers indicate: “Stainless steel” for “Which of the following types of iron or steel were cast at your workplace?”; and “Pneumatic tools” for “How did you clean the excess metal from the castings?”. You may have been exposed to a metal used in some manufacturing such as plating or welding, with some compounds classified as known human carcinogens. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17265,Carbon Monoxide,aGEX Generator Exhaust aJSM,ACUTE,high,"Your answers indicate: “No” for “Were these generators portable?”; and “Indoors” for “Where were these generators located?”; and “Less than 20 metres” for “How far away were you working from these generators?”. You may have been exposed to a gas from combustion sources, capable of serious acute poisoning at high concentrations. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17284,Ionizing radiation,aMXR Medical radiation,EST,high,"Your answers indicate: “No” for “In the last working week, did you use radio-protective shields (e.g., lead or plexiglass shields) when working with these radioisotopes?”; and “No” for “In the last working week, did you use radio-protective garments, (such as lead aprons, gloves, thyroid guards) when working with these radioisotopes?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17285,Ionizing radiation,aMXR Medical radiation,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you use radio-protective shields (e.g., lead or plexiglass shields) when working with these radioisotopes?”; and “No” for “In the last working week, did you use radio-protective garments, (such as lead aprons, gloves, thyroid guards) when working with these radioisotopes?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17286,Ionizing radiation,aMXR Medical radiation,EST,high,"Your answers indicate: “No” for “In the last working week, did you use radio-protective shields (e.g., lead or plexiglass shields) when working with these radioisotopes?”; and “Don't know” for “In the last working week, did you use radio-protective garments, (such as lead aprons, gloves, thyroid guards) when working with these radioisotopes?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17287,Ionizing radiation,aMXR Medical radiation,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you use radio-protective shields (e.g., lead or plexiglass shields) when working with these radioisotopes?”; and “Don't know” for “In the last working week, did you use radio-protective garments, (such as lead aprons, gloves, thyroid guards) when working with these radioisotopes?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17296,Ionizing radiation,aMXR Medical radiation,EST,high,"Your answers indicate: “No” for “In the last working week, did you use radio-protective shields (e.g., screens, drapes) when working with these machines?”; and “Don't know” for “In the last working week, did you use radio-protective garments, (such as lead aprons, gloves, thyroid guards) when working with these machines?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17299,Ionizing radiation,aMXR Medical radiation,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you use radio-protective shields (e.g., screens, drapes) when working with these machines?”; and “Don't know” for “In the last working week, did you use radio-protective garments, (such as lead aprons, gloves, thyroid guards) when working with these machines?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17300,Ionizing radiation,aMXR Medical radiation,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you use radio-protective shields (e.g., screens, drapes) when working with these machines?”; and “No” for “In the last working week, did you use radio-protective garments, (such as lead aprons, gloves, thyroid guards) when working with these machines?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17306,Ionizing radiation,aMXR Medical radiation,EST,high,"Your answers indicate: “No” for “In the last working week, did you use shielding (fixed or mobile) when administering radiotherapy?”; and “No” for “In the last working week, did you use radio-protective garments (such as lead aprons, gloves, thyroid guards) when administering radiotherapy?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17307,Ionizing radiation,aMXR Medical radiation,EST,high,"Your answers indicate: “No” for “In the last working week, did you use shielding (fixed or mobile) when administering radiotherapy?”; and “Don't know” for “In the last working week, did you use radio-protective garments (such as lead aprons, gloves, thyroid guards) when administering radiotherapy?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17309,Ionizing radiation,aMXR Medical radiation,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you use shielding (fixed or mobile) when administering radiotherapy?”; and “Don't know” for “In the last working week, did you use radio-protective garments (such as lead aprons, gloves, thyroid guards) when administering radiotherapy?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17310,Ionizing radiation,aMXR Medical radiation,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you use shielding (fixed or mobile) when administering radiotherapy?”; and “No” for “In the last working week, did you use radio-protective garments (such as lead aprons, gloves, thyroid guards) when administering radiotherapy?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17340,Ethyl Benzene,aPAI Painting aJSM,EST,medium,"Your answers indicate: “Oil or solvent-based” for “In the last working week, did you use oil/solvent-based or water-based/non-toxic primer or undercoat?”; and “Don't know” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when applying primers or undercoats with a spray/gun?”; and “Don't know” for “In the last working week, did you spray the primer or undercoat in a spray booth?”. You may have been exposed to a solvent used in some manufacturing, classified as a possible human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17341,Ethyl Benzene,aPAI Painting aJSM,EST,medium,"Your answers indicate: “Oil or solvent-based” for “In the last working week, did you use oil/solvent-based or water-based/non-toxic primer or undercoat?”; and “Don't know” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when applying primers or undercoats with a spray/gun?”; and “No” for “In the last working week, did you spray the primer or undercoat in a spray booth?”. You may have been exposed to a solvent used in some manufacturing, classified as a possible human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17342,Ethyl Benzene,aPAI Painting aJSM,EST,medium,"Your answers indicate: “Oil or solvent-based” for “In the last working week, did you use oil/solvent-based or water-based/non-toxic primer or undercoat?”; and “No” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when applying primers or undercoats with a spray/gun?”; and “Don't know” for “In the last working week, did you spray the primer or undercoat in a spray booth?”. You may have been exposed to a solvent used in some manufacturing, classified as a possible human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17343,Ethyl Benzene,aPAI Painting aJSM,EST,medium,"Your answers indicate: “Oil or solvent-based” for “In the last working week, did you use oil/solvent-based or water-based/non-toxic primer or undercoat?”; and “No” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when applying primers or undercoats with a spray/gun?”; and “No” for “In the last working week, did you spray the primer or undercoat in a spray booth?”. You may have been exposed to a solvent used in some manufacturing, classified as a possible human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17344,Benzene,aPAI Painting aJSM,EST,high,"Your answers indicate: “Oil or solvent-based” for “In the last working week, did you use oil/solvent-based or water-based/non-toxic primer or undercoat?”; and “No” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when applying primers or undercoats with a spray/gun?”; and “No” for “In the last working week, did you spray the primer or undercoat in a spray booth?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17345,Benzene,aPAI Painting aJSM,EST,high,"Your answers indicate: “Oil or solvent-based” for “In the last working week, did you use oil/solvent-based or water-based/non-toxic primer or undercoat?”; and “No” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when applying primers or undercoats with a spray/gun?”; and “Don't know” for “In the last working week, did you spray the primer or undercoat in a spray booth?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17346,Benzene,aPAI Painting aJSM,EST,high,"Your answers indicate: “Oil or solvent-based” for “In the last working week, did you use oil/solvent-based or water-based/non-toxic primer or undercoat?”; and “Don't know” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when applying primers or undercoats with a spray/gun?”; and “No” for “In the last working week, did you spray the primer or undercoat in a spray booth?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17347,Benzene,aPAI Painting aJSM,EST,high,"Your answers indicate: “Oil or solvent-based” for “In the last working week, did you use oil/solvent-based or water-based/non-toxic primer or undercoat?”; and “Don't know” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when applying primers or undercoats with a spray/gun?”; and “Don't know” for “In the last working week, did you spray the primer or undercoat in a spray booth?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17362,Benzene,aPAI Painting aJSM,EST,high,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “Don't know” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “Don't know” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17363,Benzene,aPAI Painting aJSM,EST,high,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “Don't know” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “No” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17364,Benzene,aPAI Painting aJSM,EST,high,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “No” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “Don't know” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17365,Benzene,aPAI Painting aJSM,EST,high,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “No” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “No” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17371,Ethyl Benzene,aPAI Painting aJSM,EST,medium,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “Don't know” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “Don't know” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent used in some manufacturing, classified as a possible human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17372,Ethyl Benzene,aPAI Painting aJSM,EST,medium,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “Don't know” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “No” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent used in some manufacturing, classified as a possible human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17373,Ethyl Benzene,aPAI Painting aJSM,EST,medium,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “No” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “Don't know” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent used in some manufacturing, classified as a possible human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17374,Ethyl Benzene,aPAI Painting aJSM,EST,medium,"Your answers indicate: “Yes” for “In the last working week, did you spray/powder coat solvent or oil-based paints?”; and “No” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when painting or applying coats?”; and “No” for “In the last working week, did you spray/powder coat in a spray booth?”. You may have been exposed to a solvent used in some manufacturing, classified as a possible human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17389,Chromium VI,aPAI Painting aJSM,EST,high,"Your answers indicate: “Zinc chromate or other chromate primers” for “In the last working week, did you use chromate primers or red lead?”; and “Don't know” for “In the last working week, did you spray the primer or undercoat in a spray booth?”; and “No” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when applying primers or undercoats with a spray/gun?”. You may have been exposed to a form of chromium used in some manufacturing such as plating or welding, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17390,Chromium VI,aPAI Painting aJSM,EST,high,"Your answers indicate: “Zinc chromate or other chromate primers” for “In the last working week, did you use chromate primers or red lead?”; and “Don't know” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when applying primers or undercoats with a spray/gun?”; and “Don't know” for “In the last working week, did you spray the primer or undercoat in a spray booth?”. You may have been exposed to a form of chromium used in some manufacturing such as plating or welding, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17401,Lead,aPAI Painting aJSM,EST,high,"Your answers indicate: “Red lead” for “In the last working week, did you use chromate primers or red lead?”; and “No” for “In the last working week, did you use a cartridge filter respirator, a powered air-purifying respirator (PAPR) or an air-supplied respirator when applying primers or undercoats with a spray/gun?”; and “Don't know” for “In the last working week, did you spray the primer or undercoat in a spray booth?”. You may have been exposed to a metal used in some manufacturing, a recognised cause of serious effects on the nervous system, kidneys and reproductive health. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17402,Wood Dust,aSAN Sanding aJSM,EST,high,"Your answers indicate: “Chipboard, MDF, plywood, or pressed wood” for “In the last working week, did you sand any of the following items?”; and “A power sander or polisher” for “In the last working week, which of the following did you use to sand or polish the items?”; and “Don't know” for “Was there a ventilation system that removed dust or fume from where you worked in the last working week (local exhaust ventilation or on-tool extraction)?”; and “Don't know” for “In the last working week, did you use respiratory protection while sanding or polishing items?”. You may have been exposed to dust from wood processing, classified as a known human carcinogen, particularly from hardwoods. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17407,Wood Dust,aSAN Sanding aJSM,EST,high,"Your answers indicate: “Wood” for “In the last working week, did you sand any of the following items?”; and “A power sander or polisher” for “In the last working week, which of the following did you use to sand or polish the items?”; and “Don't know” for “Was there a ventilation system that removed dust or fume from where you worked in the last working week (local exhaust ventilation or on-tool extraction)?”; and “No” for “In the last working week, did you use respiratory protection while sanding or polishing items?”. You may have been exposed to dust from wood processing, classified as a known human carcinogen, particularly from hardwoods. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17429,Cadmium,FOUN_Foundry,EST,high,"Your answers indicate: “Brass or Bronze” for “In the last working week, what types of metals were cast at your workplace?”; and “No” for “Was this casting station inside a ventilated booth?”. You may have been exposed to a metal used in some manufacturing such as batteries or coatings, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17430,Cadmium,FOUN_Foundry,EST,high,"Your answers indicate: “Brass or Bronze” for “In the last working week, what types of metals were cast at your workplace?”; and “Don't know” for “Was this casting station inside a ventilated booth?”. You may have been exposed to a metal used in some manufacturing such as batteries or coatings, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17432,Cadmium,FOUN_Foundry,EST,high,"Your answers indicate: “Brass or Bronze” for “In the last working week, what types of metals were cast at your workplace?”; and “Pneumatic tools” for “How did you clean the excess metal from the castings?”. You may have been exposed to a metal used in some manufacturing such as batteries or coatings, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17434,Chromium VI,FOUN_Foundry,EST,high,"Your answers indicate: “Stainless steel” for “Which of the following types of iron or steel were cast at your workplace?”; and “No” for “Was this casting station inside a ventilated booth?”. You may have been exposed to a form of chromium used in some manufacturing such as plating or welding, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17435,Chromium VI,FOUN_Foundry,EST,high,"Your answers indicate: “Stainless steel” for “Which of the following types of iron or steel were cast at your workplace?”; and “Don't know” for “Was this casting station inside a ventilated booth?”. You may have been exposed to a form of chromium used in some manufacturing such as plating or welding, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
17437,Chromium VI,FOUN_Foundry,EST,high,"Your answers indicate: “Chromium-plated steel” for “Which of the following types of iron or steel were cast at your workplace?”; and “No” for “Was this casting station inside a ventilated booth?”. You may have been exposed to a form of chromium used in some manufacturing such as plating or welding, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
